lat,lng,temperature
14.75,-34.75,22.87
14.75,-34.25,22.71
14.75,-33.75,22.57
14.75,-33.25,22.45
14.75,-32.75,22.34
14.75,-32.25,22.23
14.75,-31.75,22.13
14.75,-31.25,22.08
14.75,-30.75,22.08
14.75,-30.25,22.13
15.25,-39.75,23.48
15.25,-39.25,23.45
15.25,-38.75,23.44
15.25,-38.25,23.35
15.25,-37.75,23.25
15.25,-37.25,23.16
15.25,-36.75,23.09
15.25,-36.25,23.07
15.25,-35.75,23.03
15.25,-35.25,22.97
15.25,-34.75,22.85
15.25,-34.25,22.69
15.25,-33.75,22.55
15.25,-33.25,22.43
15.25,-32.75,22.31
15.25,-32.25,22.2
15.25,-31.75,22.11
15.25,-31.25,22.01
15.25,-30.75,21.96
15.25,-30.25,21.96
15.75,-39.75,23.41
15.75,-39.25,23.38
15.75,-38.75,23.33
15.75,-38.25,23.27
15.75,-37.75,23.16
15.75,-37.25,23.05
15.75,-36.75,22.98
15.75,-36.25,22.92
15.75,-35.75,22.88
15.75,-35.25,22.85
15.75,-34.75,22.78
15.75,-34.25,22.67
15.75,-33.75,22.53
15.75,-33.25,22.42
15.75,-32.75,22.29
15.75,-32.25,22.18
15.75,-31.75,22.11
15.75,-31.25,22.01
15.75,-30.75,21.94
15.75,-30.25,21.89
16.25,-39.75,23.31
16.25,-39.25,23.27
16.25,-38.75,23.21
16.25,-38.25,23.17
16.25,-37.75,23.08
16.25,-37.25,22.97
16.25,-36.75,22.86
16.25,-36.25,22.77
16.25,-35.75,22.72
16.25,-35.25,22.71
16.25,-34.75,22.68
16.25,-34.25,22.62
16.25,-33.75,22.51
16.25,-33.25,22.38
16.25,-32.75,22.28
16.25,-32.25,22.18
16.25,-31.75,22.09
16.25,-31.25,22.01
16.25,-30.75,21.93
16.25,-30.25,21.86
16.75,-39.75,23.22
16.75,-39.25,23.17
16.75,-38.75,23.1
16.75,-38.25,23.07
16.75,-37.75,23.01
16.75,-37.25,22.91
16.75,-36.75,22.8
16.75,-36.25,22.67
16.75,-35.75,22.6
16.75,-35.25,22.56
16.75,-34.75,22.54
16.75,-34.25,22.52
16.75,-33.75,22.47
16.75,-33.25,22.35
16.75,-32.75,22.26
16.75,-32.25,22.18
16.75,-31.75,22.1
16.75,-31.25,22.0
16.75,-30.75,21.9
16.75,-30.25,21.82
17.25,-39.75,23.14
17.25,-39.25,23.11
17.25,-38.75,23.05
17.25,-38.25,22.99
17.25,-37.75,22.93
17.25,-37.25,22.86
17.25,-36.75,22.77
17.25,-36.25,22.66
17.25,-35.75,22.54
17.25,-35.25,22.45
17.25,-34.75,22.4
17.25,-34.25,22.37
17.25,-33.75,22.36
17.25,-33.25,22.3
17.25,-32.75,22.21
17.25,-32.25,22.13
17.25,-31.75,22.07
17.25,-31.25,21.98
17.25,-30.75,21.86
17.25,-30.25,21.78
17.75,-39.75,23.01
17.75,-39.25,22.99
17.75,-38.75,22.98
17.75,-38.25,22.9
17.75,-37.75,22.84
17.75,-37.25,22.78
17.75,-36.75,22.72
17.75,-36.25,22.67
17.75,-35.75,22.57
17.75,-35.25,22.44
17.75,-34.75,22.33
17.75,-34.25,22.26
17.75,-33.75,22.21
17.75,-33.25,22.18
17.75,-32.75,22.11
17.75,-32.25,22.04
17.75,-31.75,21.97
17.75,-31.25,21.91
17.75,-30.75,21.82
17.75,-30.25,21.73
18.25,-39.75,22.84
18.25,-39.25,22.79
18.25,-38.75,22.74
18.25,-38.25,22.69
18.25,-37.75,22.64
18.25,-37.25,22.59
18.25,-36.75,22.54
18.25,-36.25,22.52
18.25,-35.75,22.5
18.25,-35.25,22.43
18.25,-34.75,22.32
18.25,-34.25,22.2
18.25,-33.75,22.1
18.25,-33.25,22.04
18.25,-32.75,22.0
18.25,-32.25,21.96
18.25,-31.75,21.89
18.25,-31.25,21.81
18.25,-30.75,21.77
18.25,-30.25,21.7
18.75,-39.75,22.71
18.75,-39.25,22.63
18.75,-38.75,22.53
18.75,-38.25,22.47
18.75,-37.75,22.4
18.75,-37.25,22.34
18.75,-36.75,22.27
18.75,-36.25,22.22
18.75,-35.75,22.2
18.75,-35.25,22.19
18.75,-34.75,22.16
18.75,-34.25,22.1
18.75,-33.75,22.01
18.75,-33.25,21.9
18.75,-32.75,21.82
18.75,-32.25,21.79
18.75,-31.75,21.78
18.75,-31.25,21.7
18.75,-30.75,21.67
18.75,-30.25,21.62
19.25,-39.75,22.63
19.25,-39.25,22.58
19.25,-38.75,22.48
19.25,-38.25,22.4
19.25,-37.75,22.31
19.25,-37.25,22.23
19.25,-36.75,22.16
19.25,-36.25,22.1
19.25,-35.75,22.03
19.25,-35.25,21.96
19.25,-34.75,21.92
19.25,-34.25,21.9
19.25,-33.75,21.89
19.25,-33.25,21.82
19.25,-32.75,21.68
19.25,-32.25,21.59
19.25,-31.75,21.56
19.25,-31.25,21.53
19.25,-30.75,21.48
19.25,-30.25,21.46
19.75,-39.75,22.62
19.75,-39.25,22.6
19.75,-38.75,22.52
19.75,-38.25,22.41
19.75,-37.75,22.33
19.75,-37.25,22.28
19.75,-36.75,22.23
19.75,-36.25,22.19
19.75,-35.75,22.11
19.75,-35.25,22.01
19.75,-34.75,21.89
19.75,-34.25,21.79
19.75,-33.75,21.78
19.75,-33.25,21.76
19.75,-32.75,21.68
19.75,-32.25,21.55
19.75,-31.75,21.43
19.75,-31.25,21.38
19.75,-30.75,21.3
19.75,-30.25,21.27
10.25,-49.75,25.78
10.25,-49.25,25.79
10.25,-48.75,25.82
10.25,-48.25,25.79
10.25,-47.75,25.78
10.25,-47.25,25.76
10.25,-46.75,25.73
10.25,-46.25,25.67
10.25,-45.75,25.52
10.25,-45.25,25.36
10.25,-44.75,25.28
10.25,-44.25,25.3
10.25,-43.75,25.33
10.25,-43.25,25.36
10.25,-42.75,25.35
10.25,-42.25,25.32
10.25,-41.75,25.27
10.25,-41.25,25.19
10.25,-40.75,25.06
10.25,-40.25,24.91
10.75,-49.75,25.7
10.75,-49.25,25.71
10.75,-48.75,25.74
10.75,-48.25,25.69
10.75,-47.75,25.62
10.75,-47.25,25.56
10.75,-46.75,25.49
10.75,-46.25,25.41
10.75,-45.75,25.24
10.75,-45.25,25.08
10.75,-44.75,25.01
10.75,-44.25,25.04
10.75,-43.75,25.07
10.75,-43.25,25.09
10.75,-42.75,25.07
10.75,-42.25,25.0
10.75,-41.75,24.92
10.75,-41.25,24.86
10.75,-40.75,24.77
10.75,-40.25,24.64
11.25,-49.75,25.61
11.25,-49.25,25.58
11.25,-48.75,25.58
11.25,-48.25,25.55
11.25,-47.75,25.5
11.25,-47.25,25.44
11.25,-46.75,25.35
11.25,-46.25,25.22
11.25,-45.75,25.01
11.25,-45.25,24.82
11.25,-44.75,24.73
11.25,-44.25,24.74
11.25,-43.75,24.76
11.25,-43.25,24.79
11.25,-42.75,24.78
11.25,-42.25,24.72
11.25,-41.75,24.64
11.25,-41.25,24.59
11.25,-40.75,24.53
11.25,-40.25,24.39
11.75,-49.75,25.52
11.75,-49.25,25.47
11.75,-48.75,25.42
11.75,-48.25,25.38
11.75,-47.75,25.34
11.75,-47.25,25.3
11.75,-46.75,25.24
11.75,-46.25,25.12
11.75,-45.75,24.91
11.75,-45.25,24.7
11.75,-44.75,24.55
11.75,-44.25,24.49
11.75,-43.75,24.46
11.75,-43.25,24.47
11.75,-42.75,24.5
11.75,-42.25,24.5
11.75,-41.75,24.47
11.75,-41.25,24.43
11.75,-40.75,24.33
11.75,-40.25,24.19
12.25,-49.75,25.43
12.25,-49.25,25.39
12.25,-48.75,25.33
12.25,-48.25,25.27
12.25,-47.75,25.2
12.25,-47.25,25.14
12.25,-46.75,25.09
12.25,-46.25,25.01
12.25,-45.75,24.86
12.25,-45.25,24.68
12.25,-44.75,24.52
12.25,-44.25,24.38
12.25,-43.75,24.26
12.25,-43.25,24.2
12.25,-42.75,24.23
12.25,-42.25,24.24
12.25,-41.75,24.23
12.25,-41.25,24.23
12.25,-40.75,24.14
12.25,-40.25,24.04
12.75,-49.75,25.34
12.75,-49.25,25.3
12.75,-48.75,25.24
12.75,-48.25,25.19
12.75,-47.75,25.13
12.75,-47.25,25.05
12.75,-46.75,24.97
12.75,-46.25,24.89
12.75,-45.75,24.81
12.75,-45.25,24.68
12.75,-44.75,24.53
12.75,-44.25,24.37
12.75,-43.75,24.21
12.75,-43.25,24.09
12.75,-42.75,24.04
12.75,-42.25,24.0
12.75,-41.75,23.98
12.75,-41.25,23.96
12.75,-40.75,23.94
12.75,-40.25,23.9
13.25,-49.75,25.26
13.25,-49.25,25.22
13.25,-48.75,25.14
13.25,-48.25,25.08
13.25,-47.75,25.01
13.25,-47.25,24.95
13.25,-46.75,24.88
13.25,-46.25,24.78
13.25,-45.75,24.72
13.25,-45.25,24.64
13.25,-44.75,24.54
13.25,-44.25,24.41
13.25,-43.75,24.28
13.25,-43.25,24.15
13.25,-42.75,24.04
13.25,-42.25,23.94
13.25,-41.75,23.87
13.25,-41.25,23.82
13.25,-40.75,23.79
13.25,-40.25,23.78
13.75,-49.75,25.12
13.75,-49.25,25.09
13.75,-48.75,25.02
13.75,-48.25,24.93
13.75,-47.75,24.85
13.75,-47.25,24.78
13.75,-46.75,24.73
13.75,-46.25,24.65
13.75,-45.75,24.58
13.75,-45.25,24.52
13.75,-44.75,24.45
13.75,-44.25,24.38
13.75,-43.75,24.31
13.75,-43.25,24.2
13.75,-42.75,24.1
13.75,-42.25,24.0
13.75,-41.75,23.89
13.75,-41.25,23.8
13.75,-40.75,23.74
13.75,-40.25,23.71
14.25,-49.75,24.95
14.25,-49.25,24.92
14.25,-48.75,24.89
14.25,-48.25,24.8
14.25,-47.75,24.69
14.25,-47.25,24.6
14.25,-46.75,24.55
14.25,-46.25,24.48
14.25,-45.75,24.41
14.25,-45.25,24.37
14.25,-44.75,24.33
14.25,-44.25,24.26
14.25,-43.75,24.21
14.25,-43.25,24.15
14.25,-42.75,24.08
14.25,-42.25,24.0
14.25,-41.75,23.9
14.25,-41.25,23.79
14.25,-40.75,23.7
14.25,-40.25,23.65
14.75,-49.75,24.81
14.75,-49.25,24.79
14.75,-48.75,24.78
14.75,-48.25,24.68
14.75,-47.75,24.55
14.75,-47.25,24.45
14.75,-46.75,24.38
14.75,-46.25,24.3
14.75,-45.75,24.26
14.75,-45.25,24.24
14.75,-44.75,24.19
14.75,-44.25,24.13
14.75,-43.75,24.08
14.75,-43.25,24.03
14.75,-42.75,23.97
14.75,-42.25,23.91
14.75,-41.75,23.83
14.75,-41.25,23.76
14.75,-40.75,23.66
14.75,-40.25,23.58
15.25,-49.75,24.71
15.25,-49.25,24.68
15.25,-48.75,24.66
15.25,-48.25,24.55
15.25,-47.75,24.43
15.25,-47.25,24.34
15.25,-46.75,24.28
15.25,-46.25,24.19
15.25,-45.75,24.11
15.25,-45.25,24.07
15.25,-44.75,24.03
15.25,-44.25,23.98
15.25,-43.75,23.94
15.25,-43.25,23.89
15.25,-42.75,23.83
15.25,-42.25,23.76
15.25,-41.75,23.71
15.25,-41.25,23.66
15.25,-40.75,23.6
15.25,-40.25,23.53
15.75,-49.75,24.65
15.75,-49.25,24.59
15.75,-48.75,24.5
15.75,-48.25,24.38
15.75,-47.75,24.29
15.75,-47.25,24.23
15.75,-46.75,24.2
15.75,-46.25,24.12
15.75,-45.75,24.01
15.75,-45.25,23.94
15.75,-44.75,23.88
15.75,-44.25,23.83
15.75,-43.75,23.77
15.75,-43.25,23.73
15.75,-42.75,23.67
15.75,-42.25,23.62
15.75,-41.75,23.57
15.75,-41.25,23.54
15.75,-40.75,23.49
15.75,-40.25,23.45
16.25,-49.75,24.58
16.25,-49.25,24.49
16.25,-48.75,24.37
16.25,-48.25,24.24
16.25,-47.75,24.15
16.25,-47.25,24.11
16.25,-46.75,24.09
16.25,-46.25,24.05
16.25,-45.75,23.97
16.25,-45.25,23.91
16.25,-44.75,23.85
16.25,-44.25,23.78
16.25,-43.75,23.69
16.25,-43.25,23.61
16.25,-42.75,23.54
16.25,-42.25,23.48
16.25,-41.75,23.44
16.25,-41.25,23.4
16.25,-40.75,23.37
16.25,-40.25,23.34
16.75,-49.75,24.5
16.75,-49.25,24.4
16.75,-48.75,24.3
16.75,-48.25,24.18
16.75,-47.75,24.09
16.75,-47.25,24.04
16.75,-46.75,23.99
16.75,-46.25,23.96
16.75,-45.75,23.92
16.75,-45.25,23.87
16.75,-44.75,23.83
16.75,-44.25,23.76
16.75,-43.75,23.67
16.75,-43.25,23.59
16.75,-42.75,23.48
16.75,-42.25,23.39
16.75,-41.75,23.33
16.75,-41.25,23.3
16.75,-40.75,23.27
16.75,-40.25,23.25
17.25,-49.75,24.45
17.25,-49.25,24.34
17.25,-48.75,24.23
17.25,-48.25,24.15
17.25,-47.75,24.08
17.25,-47.25,24.02
17.25,-46.75,23.96
17.25,-46.25,23.89
17.25,-45.75,23.85
17.25,-45.25,23.82
17.25,-44.75,23.76
17.25,-44.25,23.69
17.25,-43.75,23.65
17.25,-43.25,23.58
17.25,-42.75,23.47
17.25,-42.25,23.36
17.25,-41.75,23.27
17.25,-41.25,23.24
17.25,-40.75,23.2
17.25,-40.25,23.16
17.75,-49.75,24.37
17.75,-49.25,24.27
17.75,-48.75,24.16
17.75,-48.25,24.11
17.75,-47.75,24.06
17.75,-47.25,23.99
17.75,-46.75,23.91
17.75,-46.25,23.81
17.75,-45.75,23.76
17.75,-45.25,23.72
17.75,-44.75,23.66
17.75,-44.25,23.59
17.75,-43.75,23.57
17.75,-43.25,23.49
17.75,-42.75,23.4
17.75,-42.25,23.32
17.75,-41.75,23.23
17.75,-41.25,23.16
17.75,-40.75,23.1
17.75,-40.25,23.05
18.25,-49.75,24.21
18.25,-49.25,24.09
18.25,-48.75,24.01
18.25,-48.25,23.98
18.25,-47.75,23.94
18.25,-47.25,23.9
18.25,-46.75,23.84
18.25,-46.25,23.76
18.25,-45.75,23.69
18.25,-45.25,23.62
18.25,-44.75,23.52
18.25,-44.25,23.42
18.25,-43.75,23.37
18.25,-43.25,23.3
18.25,-42.75,23.21
18.25,-42.25,23.14
18.25,-41.75,23.07
18.25,-41.25,22.99
18.25,-40.75,22.94
18.25,-40.25,22.89
18.75,-49.75,24.05
18.75,-49.25,23.95
18.75,-48.75,23.84
18.75,-48.25,23.76
18.75,-47.75,23.7
18.75,-47.25,23.69
18.75,-46.75,23.69
18.75,-46.25,23.67
18.75,-45.75,23.62
18.75,-45.25,23.54
18.75,-44.75,23.44
18.75,-44.25,23.32
18.75,-43.75,23.19
18.75,-43.25,23.08
18.75,-42.75,23.0
18.75,-42.25,22.94
18.75,-41.75,22.9
18.75,-41.25,22.9
18.75,-40.75,22.85
18.75,-40.25,22.78
19.25,-49.75,23.9
19.25,-49.25,23.85
19.25,-48.75,23.77
19.25,-48.25,23.67
19.25,-47.75,23.6
19.25,-47.25,23.55
19.25,-46.75,23.53
19.25,-46.25,23.52
19.25,-45.75,23.47
19.25,-45.25,23.37
19.25,-44.75,23.3
19.25,-44.25,23.27
19.25,-43.75,23.19
19.25,-43.25,23.07
19.25,-42.75,22.99
19.25,-42.25,22.93
19.25,-41.75,22.88
19.25,-41.25,22.84
19.25,-40.75,22.74
19.25,-40.25,22.68
19.75,-49.75,23.78
19.75,-49.25,23.73
19.75,-48.75,23.7
19.75,-48.25,23.68
19.75,-47.75,23.66
19.75,-47.25,23.64
19.75,-46.75,23.59
19.75,-46.25,23.55
19.75,-45.75,23.48
19.75,-45.25,23.37
19.75,-44.75,23.28
19.75,-44.25,23.24
19.75,-43.75,23.22
19.75,-43.25,23.16
19.75,-42.75,23.08
19.75,-42.25,23.01
19.75,-41.75,22.95
19.75,-41.25,22.89
19.75,-40.75,22.76
19.75,-40.25,22.66
10.25,-59.75,26.89
10.25,-59.25,26.92
10.25,-58.75,26.93
10.25,-58.25,26.91
10.25,-57.75,26.88
10.25,-57.25,26.85
10.25,-56.75,26.82
10.25,-56.25,26.77
10.25,-55.75,26.7
10.25,-55.25,26.6
10.25,-54.75,26.54
10.25,-54.25,26.51
10.25,-53.75,26.49
10.25,-53.25,26.47
10.25,-52.75,26.42
10.25,-52.25,26.36
10.25,-51.75,26.29
10.25,-51.25,26.23
10.25,-50.75,26.04
10.25,-50.25,25.87
10.75,-59.75,26.81
10.75,-59.25,26.83
10.75,-58.75,26.83
10.75,-58.25,26.82
10.75,-57.75,26.79
10.75,-57.25,26.77
10.75,-56.75,26.75
10.75,-56.25,26.71
10.75,-55.75,26.66
10.75,-55.25,26.56
10.75,-54.75,26.47
10.75,-54.25,26.41
10.75,-53.75,26.37
10.75,-53.25,26.36
10.75,-52.75,26.33
10.75,-52.25,26.28
10.75,-51.75,26.19
10.75,-51.25,26.05
10.75,-50.75,25.87
10.75,-50.25,25.75
11.25,-59.75,26.77
11.25,-59.25,26.76
11.25,-58.75,26.74
11.25,-58.25,26.71
11.25,-57.75,26.68
11.25,-57.25,26.65
11.25,-56.75,26.63
11.25,-56.25,26.6
11.25,-55.75,26.57
11.25,-55.25,26.5
11.25,-54.75,26.4
11.25,-54.25,26.31
11.25,-53.75,26.24
11.25,-53.25,26.2
11.25,-52.75,26.16
11.25,-52.25,26.11
11.25,-51.75,26.03
11.25,-51.25,25.9
11.25,-50.75,25.76
11.25,-50.25,25.67
11.75,-59.75,26.72
11.75,-59.25,26.7
11.75,-58.75,26.66
11.75,-58.25,26.63
11.75,-57.75,26.59
11.75,-57.25,26.54
11.75,-56.75,26.49
11.75,-56.25,26.46
11.75,-55.75,26.45
11.75,-55.25,26.39
11.75,-54.75,26.3
11.75,-54.25,26.21
11.75,-53.75,26.14
11.75,-53.25,26.1
11.75,-52.75,26.01
11.75,-52.25,25.9
11.75,-51.75,25.8
11.75,-51.25,25.74
11.75,-50.75,25.68
11.75,-50.25,25.59
12.25,-59.75,26.65
12.25,-59.25,26.61
12.25,-58.75,26.57
12.25,-58.25,26.54
12.25,-57.75,26.5
12.25,-57.25,26.43
12.25,-56.75,26.35
12.25,-56.25,26.31
12.25,-55.75,26.27
12.25,-55.25,26.21
12.25,-54.75,26.14
12.25,-54.25,26.06
12.25,-53.75,26.0
12.25,-53.25,25.99
12.25,-52.75,25.91
12.25,-52.25,25.81
12.25,-51.75,25.69
12.25,-51.25,25.62
12.25,-50.75,25.57
12.25,-50.25,25.49
12.75,-59.75,26.56
12.75,-59.25,26.53
12.75,-58.75,26.48
12.75,-58.25,26.45
12.75,-57.75,26.4
12.75,-57.25,26.33
12.75,-56.75,26.24
12.75,-56.25,26.19
12.75,-55.75,26.1
12.75,-55.25,26.02
12.75,-54.75,25.94
12.75,-54.25,25.88
12.75,-53.75,25.85
12.75,-53.25,25.81
12.75,-52.75,25.76
12.75,-52.25,25.69
12.75,-51.75,25.62
12.75,-51.25,25.56
12.75,-50.75,25.49
12.75,-50.25,25.4
13.25,-59.75,26.4
13.25,-59.25,26.39
13.25,-58.75,26.35
13.25,-58.25,26.33
13.25,-57.75,26.29
13.25,-57.25,26.23
13.25,-56.75,26.16
13.25,-56.25,26.09
13.25,-55.75,26.0
13.25,-55.25,25.89
13.25,-54.75,25.8
13.25,-54.25,25.73
13.25,-53.75,25.68
13.25,-53.25,25.61
13.25,-52.75,25.55
13.25,-52.25,25.5
13.25,-51.75,25.46
13.25,-51.25,25.42
13.25,-50.75,25.36
13.25,-50.25,25.3
13.75,-59.75,26.21
13.75,-59.25,26.2
13.75,-58.75,26.19
13.75,-58.25,26.17
13.75,-57.75,26.14
13.75,-57.25,26.09
13.75,-56.75,26.04
13.75,-56.25,25.98
13.75,-55.75,25.91
13.75,-55.25,25.82
13.75,-54.75,25.72
13.75,-54.25,25.62
13.75,-53.75,25.54
13.75,-53.25,25.45
13.75,-52.75,25.4
13.75,-52.25,25.35
13.75,-51.75,25.29
13.75,-51.25,25.22
13.75,-50.75,25.19
13.75,-50.25,25.15
14.25,-59.75,26.1
14.25,-59.25,26.08
14.25,-58.75,26.06
14.25,-58.25,26.03
14.25,-57.75,25.99
14.25,-57.25,25.95
14.25,-56.75,25.92
14.25,-56.25,25.88
14.25,-55.75,25.83
14.25,-55.25,25.75
14.25,-54.75,25.66
14.25,-54.25,25.57
14.25,-53.75,25.48
14.25,-53.25,25.39
14.25,-52.75,25.33
14.25,-52.25,25.26
14.25,-51.75,25.17
14.25,-51.25,25.09
14.25,-50.75,25.04
14.25,-50.25,24.99
14.75,-59.75,26.06
14.75,-59.25,26.04
14.75,-58.75,25.98
14.75,-58.25,25.92
14.75,-57.75,25.87
14.75,-57.25,25.84
14.75,-56.75,25.81
14.75,-56.25,25.8
14.75,-55.75,25.75
14.75,-55.25,25.69
14.75,-54.75,25.61
14.75,-54.25,25.52
14.75,-53.75,25.43
14.75,-53.25,25.34
14.75,-52.75,25.28
14.75,-52.25,25.19
14.75,-51.75,25.1
14.75,-51.25,25.03
14.75,-50.75,24.94
14.75,-50.25,24.86
15.25,-59.75,26.03
15.25,-59.25,26.0
15.25,-58.75,25.91
15.25,-58.25,25.84
15.25,-57.75,25.8
15.25,-57.25,25.76
15.25,-56.75,25.73
15.25,-56.25,25.71
15.25,-55.75,25.67
15.25,-55.25,25.61
15.25,-54.75,25.53
15.25,-54.25,25.44
15.25,-53.75,25.34
15.25,-53.25,25.26
15.25,-52.75,25.18
15.25,-52.25,25.1
15.25,-51.75,25.02
15.25,-51.25,24.97
15.25,-50.75,24.87
15.25,-50.25,24.78
15.75,-59.75,25.97
15.75,-59.25,25.93
15.75,-58.75,25.83
15.75,-58.25,25.75
15.75,-57.75,25.74
15.75,-57.25,25.73
15.75,-56.75,25.7
15.75,-56.25,25.65
15.75,-55.75,25.6
15.75,-55.25,25.52
15.75,-54.75,25.43
15.75,-54.25,25.33
15.75,-53.75,25.24
15.75,-53.25,25.16
15.75,-52.75,25.08
15.75,-52.25,25.01
15.75,-51.75,24.94
15.75,-51.25,24.89
15.75,-50.75,24.8
15.75,-50.25,24.71
16.25,-59.75,25.85
16.25,-59.25,25.81
16.25,-58.75,25.72
16.25,-58.25,25.65
16.25,-57.75,25.65
16.25,-57.25,25.66
16.25,-56.75,25.63
16.25,-56.25,25.58
16.25,-55.75,25.55
16.25,-55.25,25.46
16.25,-54.75,25.36
16.25,-54.25,25.24
16.25,-53.75,25.15
16.25,-53.25,25.07
16.25,-52.75,25.01
16.25,-52.25,24.96
16.25,-51.75,24.9
16.25,-51.25,24.82
16.25,-50.75,24.73
16.25,-50.25,24.65
16.75,-59.75,25.76
16.75,-59.25,25.71
16.75,-58.75,25.6
16.75,-58.25,25.56
16.75,-57.75,25.56
16.75,-57.25,25.55
16.75,-56.75,25.51
16.75,-56.25,25.46
16.75,-55.75,25.42
16.75,-55.25,25.36
16.75,-54.75,25.29
16.75,-54.25,25.2
16.75,-53.75,25.14
16.75,-53.25,25.03
16.75,-52.75,24.96
16.75,-52.25,24.91
16.75,-51.75,24.85
16.75,-51.25,24.79
16.75,-50.75,24.7
16.75,-50.25,24.6
17.25,-59.75,25.65
17.25,-59.25,25.6
17.25,-58.75,25.5
17.25,-58.25,25.46
17.25,-57.75,25.44
17.25,-57.25,25.43
17.25,-56.75,25.41
17.25,-56.25,25.34
17.25,-55.75,25.28
17.25,-55.25,25.23
17.25,-54.75,25.18
17.25,-54.25,25.13
17.25,-53.75,25.1
17.25,-53.25,24.99
17.25,-52.75,24.91
17.25,-52.25,24.84
17.25,-51.75,24.77
17.25,-51.25,24.71
17.25,-50.75,24.66
17.25,-50.25,24.56
17.75,-59.75,25.51
17.75,-59.25,25.46
17.75,-58.75,25.4
17.75,-58.25,25.35
17.75,-57.75,25.32
17.75,-57.25,25.3
17.75,-56.75,25.27
17.75,-56.25,25.23
17.75,-55.75,25.16
17.75,-55.25,25.1
17.75,-54.75,25.04
17.75,-54.25,24.98
17.75,-53.75,24.96
17.75,-53.25,24.87
17.75,-52.75,24.81
17.75,-52.25,24.74
17.75,-51.75,24.66
17.75,-51.25,24.59
17.75,-50.75,24.54
17.75,-50.25,24.47
18.25,-59.75,25.37
18.25,-59.25,25.33
18.25,-58.75,25.31
18.25,-58.25,25.26
18.25,-57.75,25.21
18.25,-57.25,25.17
18.25,-56.75,25.12
18.25,-56.25,25.09
18.25,-55.75,25.05
18.25,-55.25,24.99
18.25,-54.75,24.93
18.25,-54.25,24.86
18.25,-53.75,24.81
18.25,-53.25,24.72
18.25,-52.75,24.64
18.25,-52.25,24.56
18.25,-51.75,24.49
18.25,-51.25,24.42
18.25,-50.75,24.38
18.25,-50.25,24.31
18.75,-59.75,25.26
18.75,-59.25,25.22
18.75,-58.75,25.19
18.75,-58.25,25.13
18.75,-57.75,25.09
18.75,-57.25,25.06
18.75,-56.75,25.01
18.75,-56.25,24.97
18.75,-55.75,24.92
18.75,-55.25,24.86
18.75,-54.75,24.81
18.75,-54.25,24.75
18.75,-53.75,24.7
18.75,-53.25,24.59
18.75,-52.75,24.48
18.75,-52.25,24.39
18.75,-51.75,24.31
18.75,-51.25,24.23
18.75,-50.75,24.17
18.75,-50.25,24.13
19.25,-59.75,25.2
19.25,-59.25,25.14
19.25,-58.75,25.08
19.25,-58.25,25.01
19.25,-57.75,24.96
19.25,-57.25,24.92
19.25,-56.75,24.89
19.25,-56.25,24.83
19.25,-55.75,24.75
19.25,-55.25,24.71
19.25,-54.75,24.67
19.25,-54.25,24.6
19.25,-53.75,24.53
19.25,-53.25,24.47
19.25,-52.75,24.39
19.25,-52.25,24.3
19.25,-51.75,24.19
19.25,-51.25,24.12
19.25,-50.75,24.04
19.25,-50.25,23.97
19.75,-59.75,25.18
19.75,-59.25,25.1
19.75,-58.75,25.03
19.75,-58.25,24.95
19.75,-57.75,24.86
19.75,-57.25,24.79
19.75,-56.75,24.72
19.75,-56.25,24.67
19.75,-55.75,24.62
19.75,-55.25,24.6
19.75,-54.75,24.56
19.75,-54.25,24.48
19.75,-53.75,24.38
19.75,-53.25,24.34
19.75,-52.75,24.31
19.75,-52.25,24.24
19.75,-51.75,24.14
19.75,-51.25,24.05
19.75,-50.75,23.98
19.75,-50.25,23.88
10.25,-69.75,25.23
10.25,-69.25,25.23
10.25,-68.75,25.68
10.25,-68.25,25.84
10.25,-67.75,25.3
10.25,-67.25,24.27
10.25,-66.75,23.63
10.25,-66.25,24.91
10.25,-65.75,25.33
10.25,-65.25,25.69
10.25,-64.75,25.64
10.25,-64.25,24.91
10.25,-63.75,23.25
10.25,-63.25,24.48
10.25,-62.75,25.62
10.25,-62.25,26.17
10.25,-61.75,26.05
10.25,-61.25,25.58
10.25,-60.75,26.57
10.25,-60.25,26.85
10.75,-69.75,25.9
10.75,-69.25,25.33
10.75,-68.75,25.79
10.75,-68.25,25.88
10.75,-67.75,25.28
10.75,-67.25,24.45
10.75,-66.75,24.13
10.75,-66.25,25.33
10.75,-65.75,25.47
10.75,-65.25,25.35
10.75,-64.75,25.23
10.75,-64.25,25.12
10.75,-63.75,24.78
10.75,-63.25,25.08
10.75,-62.75,25.76
10.75,-62.25,26.3
10.75,-61.75,26.37
10.75,-61.25,25.87
10.75,-60.75,26.58
10.75,-60.25,26.78
11.25,-69.75,26.55
11.25,-69.25,26.03
11.25,-68.75,26.31
11.25,-68.25,26.15
11.25,-67.75,26.01
11.25,-67.25,25.88
11.25,-66.75,25.79
11.25,-66.25,25.79
11.25,-65.75,25.76
11.25,-65.25,25.58
11.25,-64.75,25.46
11.25,-64.25,25.48
11.25,-63.75,25.56
11.25,-63.25,25.79
11.25,-62.75,26.08
11.25,-62.25,26.4
11.25,-61.75,26.64
11.25,-61.25,26.67
11.25,-60.75,26.72
11.25,-60.25,26.76
11.75,-69.75,26.77
11.75,-69.25,26.47
11.75,-68.75,26.42
11.75,-68.25,26.32
11.75,-67.75,26.23
11.75,-67.25,26.15
